LEAD FA,CODE,ARTWORK BATCH,ARTWORKED,APPROVED,SENT TO PRODUCTION ,PRODUCED,COMMENT,PICTO 1,PICTO 2,PICTO 3,SIGN TEXT,GOLDOC PRODUCT ALLOCATED,MATERIAL,WIDTH (in m),HEIGHT(in m) ,FIXING, Comments,BEL ,BLB,CCV,CAP,CSL,STA,CSW,CSB,COL,CSC,CUR ,GAC,GCE,GHC,NER ,OXN,OXB,OXS,OXT,QSV,ROB ,SBP,TEN ,AYC,BND,GTC,GUS - P,GUS-T,CBS,MHB,OBD,PSO,RIS,RBS,SHC - 1 GY,SHC 2 -WR,TSS - B,TSS - R,TVS,UAC,IBC,MPC,BNE,CNS,OOL,TSV,RVC,RVT,CGV (TVT),CGV (TFT),CGV (TBS),CFH,CMH,CTO,GFH,TMH,TTO,MTM,VSP,GHQ,FDC,FDN,BDB,BDR,TOTAL
VIL,VIL-182,2,Steph 04/09,MH 29/9,,,,,,,"CGA Office
NZLCGA Office
NZLCGA Office
NZLCGA Office
NZLCGA Office
NZLCGA Office
NZLCGA Office
NZLCGA Office
NZLCGA Office
NZLCGA Office
NZLCGA Office
NZLCGA Office
NZLCGA Office
NZLCGA Office
NZLCGA Office
NZLCGA Office
NZLCGA Office
NZLCGA Office
NZLCGA Office
NZL",PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,4
VIL,VIL-183,2,Steph 04/09,MH 29/9,,,,,,,"CGA Office
PAKCGA Office
PAKCGA Office
PAKCGA Office
PAKCGA Office
PAKCGA Office
PAKCGA Office
PAKCGA Office
PAKCGA Office
PAKCGA Office
PAKCGA Office
PAKCGA Office
PAKCGA Office
PAKCGA Office
PAKCGA Office
PAKCGA Office
PAKCGA Office
PAKCGA Office
PAKCGA Office
PAK",PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2
VIL,VIL-184,2,Steph 04/09,MH 29/9,,,,,,,"CGA Office
PNGCGA Office
PNGCGA Office
PNGCGA Office
PNGCGA Office
PNGCGA Office
PNGCGA Office
PNGCGA Office
PNGCGA Office
PNGCGA Office
PNGCGA Office
PNGCGA Office
PNGCGA Office
PNGCGA Office
PNGCGA Office
PNGCGA Office
PNGCGA Office
PNGCGA Office
PNGCGA Office
PNG",PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-185,2,Steph 04/09,MH 29/9,,,,,,,"CGA Office
RSACGA Office
RSACGA Office
RSACGA Office
RSACGA Office
RSACGA Office
RSACGA Office
RSACGA Office
RSACGA Office
RSACGA Office
RSACGA Office
RSACGA Office
RSACGA Office
RSACGA Office
RSACGA Office
RSACGA Office
RSACGA Office
RSACGA Office
RSA",PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2
VIL,VIL-186,2,Steph 04/09,MH 29/9,,,,,,,"CGA Office
RWACGA Office
RWACGA Office
RWACGA Office
RWACGA Office
RWACGA Office
RWACGA Office
RWACGA Office
RWACGA Office
RWACGA Office
RWACGA Office
RWACGA Office
RWACGA Office
RWACGA Office
RWACGA Office
RWACGA Office
RWACGA Office
RWACGA Office
RWA",PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2
VIL,VIL-187,2,Steph 04/09,MH 29/9,,,,,,,"CGA Office
SAMCGA Office
SAMCGA Office
SAMCGA Office
SAMCGA Office
SAMCGA Office
SAMCGA Office
SAMCGA Office
SAMCGA Office
SAMCGA Office
SAMCGA Office
SAMCGA Office
SAMCGA Office
SAMCGA Office
SAMCGA Office
SAMCGA Office
SAMCGA Office
SAMCGA Office
SAM",PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-188,2,Steph 04/09,MH 29/9,,,,,,,"CGA Office
SCOCGA Office
SCOCGA Office
SCOCGA Office
SCOCGA Office
SCOCGA Office
SCOCGA Office
SCOCGA Office
SCOCGA Office
SCOCGA Office
SCOCGA Office
SCOCGA Office
SCOCGA Office
SCOCGA Office
SCOCGA Office
SCOCGA Office
SCOCGA Office
SCOCGA Office
SCO",PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,3
VIL,VIL-189,2,Steph 04/09,MH 29/9,,,,,,,"CGA Office
SEYCGA Office
SEYCGA Office
SEYCGA Office
SEYCGA Office
SEYCGA Office
SEYCGA Office
SEYCGA Office
SEYCGA Office
SEYCGA Office
SEYCGA Office
SEYCGA Office
SEYCGA Office
SEYCGA Office
SEYCGA Office
SEYCGA Office
SEYCGA Office
SEYCGA Office
SEY",PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2
VIL,VIL-190,2,Steph 04/09,MH 29/9,,,,,,,"CGA Office
SHNCGA Office
SHNCGA Office
SHNCGA Office
SHNCGA Office
SHNCGA Office
SHNCGA Office
SHNCGA Office
SHNCGA Office
SHNCGA Office
SHNCGA Office
SHNCGA Office
SHNCGA Office
SHNCGA Office
SHNCGA Office
SHNCGA Office
SHNCGA Office
SHNCGA Office
SHN",PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2
VIL,VIL-191,2,Steph 04/09,MH 29/9,,,,,,,"CGA Office
SGPCGA Office
SGPCGA Office
SGPCGA Office
SGPCGA Office
SGPCGA Office
SGPCGA Office
SGPCGA Office
SGPCGA Office
SGPCGA Office
SGPCGA Office
SGPCGA Office
SGPCGA Office
SGPCGA Office
SGPCGA Office
SGPCGA Office
SGPCGA Office
SGPCGA Office
SGP",PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2
VIL,VIL-192,2,Steph 04/09,MH 29/9,,,,,,,"CGA Office
SKNCGA Office
SKNCGA Office
SKNCGA Office
SKNCGA Office
SKNCGA Office
SKNCGA Office
SKNCGA Office
SKNCGA Office
SKNCGA Office
SKNCGA Office
SKNCGA Office
SKNCGA Office
SKNCGA Office
SKNCGA Office
SKNCGA Office
SKNCGA Office
SKNCGA Office
SKN",PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2
VIL,VIL-193,2,Steph 04/09,MH 29/9,,,,,,,"CGA Office
SLECGA Office
SLECGA Office
SLECGA Office
SLECGA Office
SLECGA Office
SLECGA Office
SLECGA Office
SLECGA Office
SLECGA Office
SLECGA Office
SLECGA Office
SLECGA Office
SLECGA Office
SLECGA Office
SLECGA Office
SLECGA Office
SLECGA Office
SLE",PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2
VIL,VIL-194,2,Steph 04/09,MH 29/9,,,,,,,"CGA Office
SOLCGA Office
SOLCGA Office
SOLCGA Office
SOLCGA Office
SOLCGA Office
SOLCGA Office
SOLCGA Office
SOLCGA Office
SOLCGA Office
SOLCGA Office
SOLCGA Office
SOLCGA Office
SOLCGA Office
SOLCGA Office
SOLCGA Office
SOLCGA Office
SOLCGA Office
SOL",PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-195,2,Steph 04/09,MH 29/9,,,,,,,"CGA Office
SRICGA Office
SRICGA Office
SRICGA Office
SRICGA Office
SRICGA Office
SRICGA Office
SRICGA Office
SRICGA Office
SRICGA Office
SRICGA Office
SRICGA Office
SRICGA Office
SRICGA Office
SRICGA Office
SRICGA Office
SRICGA Office
SRICGA Office
SRI",PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2
VIL,VIL-196,2,Steph 04/09,MH 29/9,,,,,,,"CGA Office
SVGCGA Office
SVGCGA Office
SVGCGA Office
SVGCGA Office
SVGCGA Office
SVGCGA Office
SVGCGA Office
SVGCGA Office
SVGCGA Office
SVGCGA Office
SVGCGA Office
SVGCGA Office
SVGCGA Office
SVGCGA Office
SVGCGA Office
SVGCGA Office
SVGCGA Office
SVG",PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2
VIL,VIL-197,2,Steph 04/09,MH 29/9,,,,,,,"CGA Office
SWZCGA Office
SWZCGA Office
SWZCGA Office
SWZCGA Office
SWZCGA Office
SWZCGA Office
SWZCGA Office
SWZCGA Office
SWZCGA Office
SWZCGA Office
SWZCGA Office
SWZCGA Office
SWZCGA Office
SWZCGA Office
SWZCGA Office
SWZCGA Office
SWZCGA Office
SWZ",PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2
VIL,VIL-198,2,Steph 04/09,MH 29/9,,,,,,,"CGA Office
TANCGA Office
TANCGA Office
TANCGA Office
TANCGA Office
TANCGA Office
TANCGA Office
TANCGA Office
TANCGA Office
TANCGA Office
TANCGA Office
TANCGA Office
TANCGA Office
TANCGA Office
TANCGA Office
TANCGA Office
TANCGA Office
TANCGA Office
TAN",PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2
VIL,VIL-199,2,Steph 04/09,MH 29/9,,,,,,,"CGA Office
TCACGA Office
TCACGA Office
TCACGA Office
TCACGA Office
TCACGA Office
TCACGA Office
TCACGA Office
TCACGA Office
TCACGA Office
TCACGA Office
TCACGA Office
TCACGA Office
TCACGA Office
TCACGA Office
TCACGA Office
TCACGA Office
TCACGA Office
TCA",PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2
VIL,VIL-200,2,Steph 04/09,MH 29/9,,,,,,,"CGA Office
TGACGA Office
TGACGA Office
TGACGA Office
TGACGA Office
TGACGA Office
TGACGA Office
TGACGA Office
TGACGA Office
TGACGA Office
TGACGA Office
TGACGA Office
TGACGA Office
TGACGA Office
TGACGA Office
TGACGA Office
TGACGA Office
TGACGA Office
TGA",PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-201,2,Steph 04/09,MH 29/9,,,,,,,"CGA Office
TTOCGA Office
TTOCGA Office
TTOCGA Office
TTOCGA Office
TTOCGA Office
TTOCGA Office
TTOCGA Office
TTOCGA Office
TTOCGA Office
TTOCGA Office
TTOCGA Office
TTOCGA Office
TTOCGA Office
TTOCGA Office
TTOCGA Office
TTOCGA Office
TTO",PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2
VIL,VIL-202,2,Steph 04/09,MH 29/9,,,,,,,"CGA Office
TUVCGA Office
TUVCGA Office
TUVCGA Office
TUVCGA Office
TUVCGA Office
TUVCGA Office
TUVCGA Office
TUVCGA Office
TUVCGA Office
TUVCGA Office
TUVCGA Office
TUVCGA Office
TUVCGA Office
TUVCGA Office
TUVCGA Office
TUVCGA Office
TUV",PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-203,2,Steph 04/09,MH 29/9,,,,,,,"CGA Office
UGACGA Office
UGACGA Office
UGACGA Office
UGACGA Office
UGACGA Office
UGACGA Office
UGACGA Office
UGACGA Office
UGACGA Office
UGACGA Office
UGACGA Office
UGACGA Office
UGACGA Office
UGACGA Office
UGACGA Office
UGACGA Office
UGA",PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2
VIL,VIL-204,2,Steph 04/09,MH 29/9,,,,,,,"CGA Office
VANCGA Office
VANCGA Office
VANCGA Office
VANCGA Office
VANCGA Office
VANCGA Office
VANCGA Office
VANCGA Office
VANCGA Office
VANCGA Office
VANCGA Office
VANCGA Office
VANCGA Office
VANCGA Office
VANCGA Office
VANCGA Office
VAN",PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-205,2,Steph 04/09,MH 29/9,,,,,,,"CGA Office
WALCGA Office
WALCGA Office
WALCGA Office
WALCGA Office
WALCGA Office
WALCGA Office
WALCGA Office
WALCGA Office
WALCGA Office
WALCGA Office
WALCGA Office
WALCGA Office
WALCGA Office
WALCGA Office
WALCGA Office
WALCGA Office
WAL",PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2
VIL,VIL-206,2,Steph 04/09,MH 29/9,,,,,,,"CGA Office
ZAMCGA Office
ZAMCGA Office
ZAMCGA Office
ZAMCGA Office
ZAMCGA Office
ZAMCGA Office
ZAMCGA Office
ZAMCGA Office
ZAMCGA Office
ZAMCGA Office
ZAMCGA Office
ZAMCGA Office
ZAMCGA Office
ZAMCGA Office
ZAMCGA Office
ZAMCGA Office
ZAM",PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2
VIL,VIL-207,2,Steph 04/09,MH 29/9,,,,,,,"CGA Office
OCECGA Office
OCECGA Office
OCECGA Office
OCECGA Office
OCECGA Office
OCECGA Office
OCECGA Office
OCECGA Office
OCECGA Office
OCECGA Office
OCECGA Office
OCECGA Office
OCECGA Office
OCECGA Office
OCECGA Office
OCECGA Office
OCE",PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,8
VIL,VIL-208,2,Steph 04/09,MH 29/9,,,,,,,AIA Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-209,2,Steph 04/09,MH 29/9,,,,,,,ANT Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-210,2,Steph 04/09,MH 29/9,,,,,,,AUS Storage ,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-211,2,Steph 05/09,MH 29/9,,,,,,,"
BAH Storage
BAH Storage
BAH Storage
BAH Storage
BAH Storage
BAH Storage
BAH Storage
BAH Storage
BAH Storage
BAH Storage
BAH Storage
BAH Storage
BAH Storage
BAH Storage
BAH Storage
BAH Storage
BAH Storage",PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-212,2,Steph 05/09,MH 29/9,,,,,,,"
BAN Storage
BAN Storage
BAN Storage
BAN Storage
BAN Storage
BAN Storage
BAN Storage
BAN Storage
BAN Storage
BAN Storage
BAN Storage
BAN Storage
BAN Storage
BAN Storage
BAN Storage
BAN Storage
BAN Storage",PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-213,2,Steph 05/09,MH 29/9,,,,,,,BAR Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-214,2,Steph 05/09,MH 29/9,,,,,,,BER Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-215,2,Steph 05/09,MH 29/9,,,,,,,BIZ Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-216,2,Steph 05/09,MH 29/9,,,,,,,BOT Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-217,2,Steph 05/09,MH 29/9,,,,,,,BRU Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-218,2,Steph 05/09,MH 29/9,,,,,,,CAN Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-219,2,Steph 05/09,MH 29/9,,,,,,,CAY Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-220,2,Steph 05/09,MH 29/9,,,,,,,CMR Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-221,2,Steph 05/09,MH 29/9,,,,,,,COK Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-222,2,Steph 05/09,MH 29/9,,,,,,,CYP Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-223,2,Steph 05/09,MH 29/9,,,,,,,DMA Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-224,2,Steph 05/09,MH 29/9,,,,,,,ENG Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-225,2,Steph 05/09,MH 29/9,,,,,,,FIJ Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-226,2,Steph 05/09,MH 29/9,,,,,,,FLK Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-227,2,Steph 05/09,MH 29/9,,,,,,,GGY Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-228,2,Steph 05/09,MH 29/9,,,,,,,GHA Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-229,2,Steph 05/09,MH 29/9,,,,,,,GIB Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-230,2,Steph 05/09,MH 29/9,,,,,,,GRN Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-231,2,Steph 05/09,MH 29/9,,,,,,,GUY Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-232,2,Steph 11/09,MH 29/9,,,,,,,IND Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-233,2,Steph 11/09,MH 29/9,,,,,,,IOM Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-234,2,Steph 11/09,MH 29/9,,,,,,,IVB Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-235,2,Steph 11/09,MH 29/9,,,,,,,JAM Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-236,2,Steph 11/09,MH 29/9,,,,,,,JEY Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-237,2,Steph 11/09,MH 29/9,,,,,,,KEN Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-238,2,Steph 11/09,MH 29/9,,,,,,,KIR Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-239,2,Steph 11/09,MH 29/9,,,,,,,LCA Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-240,2,Steph 11/09,MH 29/9,,,,,,,LES Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-241,2,Steph 11/09,MH 4/10,,,,,,,MAS Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-242,2,Steph 11/09,MH 29/9,,,,,,,MAW Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-243,2,Steph 11/09,MH 29/9,,,,,,,MLT Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-244,2,Steph 11/09,MH 29/9,,,,,,,MOZ Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-245,2,Steph 11/09,MH 29/9,,,,,,,MRI Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-246,2,Steph 11/09,MH 29/9,,,,,,,MSR Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-247,2,Steph 11/09,MH 29/9,,,,,,,NAM Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-248,2,Steph 11/09,MH 29/9,,,,,,,NFK Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-249,2,Steph 11/09,MH 29/9,,,,,,,NGR Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-250,2,Steph 11/09,MH 29/9,,,,,,,NIR Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-251,2,Steph 11/09,MH 29/9,,,,,,,NIU Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-252,2,Steph 11/09,MH 29/9,,,,,,,NRU Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-253,2,Steph 11/09,MH 29/9,,,,,,,NZL Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
VIL,VIL-254,2,Steph 11/09,MH 29/9,,,,,,,PAK Storage,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
